中分類ID,中分類,小分類ID,小分類,種別,通し番号 ,優先度,割り当て時間数（h）, DS-BoK KA番号,内容
D1,コンピュータサイエンス基礎,2,ストレージシステムの基礎,スキル,ACM-10-04,T1,1,KA02.01,"主要な記憶技術（例：SRAM, DRAM, フラッシュ，磁気ディスク）と，それらの相対的なコストと性能を説明できる．"
D1,コンピュータサイエンス基礎,2,ストレージシステムの基礎,態度,ACM-10-05,T1,1,KA02.01,記憶階層の使用により，実効的な遅延がどのように減少するかを説明できる．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,知識,ACM-10-06,T1,0.5,KA02.01,高価で高速な記憶装置と安価で低速な記憶装置のトレードオフを理解している．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,知識,ACM-11-01,T1,1,KA02.01,オペレーティングシステム（OS）の役割と目的を理解している．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,知識,ACM-11-02,T1,0.5,KA02.01,セキュリティの脅威の種類と対策の方法を理解している．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,知識,ACM-11-03,T2,0.5,KA02.01,ネットワーク機能を持つOS，クライアントサーバーOS，分散OSを理解している．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,スキル,ACM-11-04,T2,0.5,KA02.01,信頼性と可用性について理解している．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,スキル,ACM-11-05,T1,1,KA02.01,最新のOSの目的と機能を説明できる．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,スキル,ACM-11-06,T1,1,KA02.01,OSに対する潜在的な脅威（例：ソフトウェアの脆弱性，認証の問題，マルウェアなど）と，それらを防ぐように設計されたセキュリティ機能の種類を挙げることができる．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,スキル,ACM-11-07,T2,1,KA02.01,ネットワーク機能を持つOS，クライアントサーバーOS，分散OSについて，また，それらが単一ユーザーのOSとどう異なるかを説明できる．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,態度,ACM-11-08,T2,0.5,KA02.01,信頼性と可用性の重要性について，また，両者を保証するためのフォールトトレランスの手法を説明できる．
D1,コンピュータサイエンス基礎,3,オペレーティングシステムの基礎,態度,ACM-11-09,T1,0.5,KA02.01,人間とシステムリソース間，およびシステムリソース間のインターフェイスを提供する上でのOSの重要な役割を理解している．
D1,コンピュータサイエンス基礎,4,ファイルシステム,知識,ACM-11-10,T1,0.5,KA02.01,OSへのシステム攻撃を避けるために適切に振る舞える．
D1,コンピュータサイエンス基礎,4,ファイルシステム,知識,ACM-12-01,T1,0.5,KA02.01,ファイル（データ，メタデータ，操作，編成）について理解している．
D1,コンピュータサイエンス基礎,4,ファイルシステム,知識,ACM-12-02,T1,0.5,KA02.01,ディレクトリ（コンテンツと構造）について理解している．
D1,コンピュータサイエンス基礎,4,ファイルシステム,知識,ACM-12-03,T1,0.5,KA02.01,ファイル保護について理解している．
D1,コンピュータサイエンス基礎,4,ファイルシステム,スキル,ACM-12-04,T2,0.5,KA02.01,ファイル（順編成ファイル，順編成でないファイル）について理解している．
D1,コンピュータサイエンス基礎,4,ファイルシステム,スキル,ACM-12-05,T1,1,KA02.01,ファイル編成のさまざまなアプローチについて，それらの長所と短所を認識しながら比較対照できる．
D1,コンピュータサイエンス基礎,4,ファイルシステム,スキル,ACM-12-06,T1,0.5,KA02.01,ファイル保護のレベルとそれらを設定するための仕組みを説明できる．
D1,コンピュータサイエンス基礎,4,ファイルシステム,態度,ACM-12-07,T2,0.5,KA02.01,順編成ファイル，順編成でないファイルを比較し違いを説明できる．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-12-08,T1,1,KA02.01,優れたファイル編成の重要性と，不適切なアクセスからファイルを保護することの重要性を理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-01,T1,1,KA02.01,ネットワークの構成要素（ホスト，ルータ，スイッチ，ISP，アクセスポイント，ファイアウォール）を理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-02,T1,0.5,KA02.01,ローカルエリアネットワーク（LAN）：LANのトポロジー（例：バス型，リング型）
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-03,T1,1,KA02.01,インターネットの構成（インターネットサービスプロバイダ（ISP），コンテンツプロバイダなど）を理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-04,T2,0.5,KA02.01,回線交換ネットワークとパケット交換ネットワークを理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-05,T2,0.5,KA02.01,階層型のネットワーク構成を理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-06,T2,1,KA02.01,名前付けと名前解決の方法（DNS，IPアドレス，URI (Uniform Resource Identifier)など）を理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,知識,ACM-13-07,T2,1,KA02.01,"基本的なプロトコル（TCP, IP）を理解している．"
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-08,T2,0.5,KA02.01,アプリケーション層のプロトコルとしてのHTTP/HTTPSを理解している．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-09,T1,1,KA02.01,コンピュータネットワークの主要な構成要素を挙げることができる．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-10,T1,0.5,KA02.01,LANがさまざまなトポロジーで構成できることを知っている．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-11,T1,1,KA02.01,（高レベルの）インターネットの構成を説明できる．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-12,T2,0.5,KA02.01,回線交換とパケット交換の違いを説明できる．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-13,T2,1,KA02.01,典型的なネットワークアーキテクチャの階層的な構成を説明できる．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-14,T2,0.5,KA02.01,ネットワークにおける名前とアドレスの類似点，相違点を挙げることができる．
D1,コンピュータサイエンス基礎,5,ネットワーク,スキル,ACM-13-15,T2,1,KA02.01,TCPやIPなどの基本的なプロトコルがどう機能するかを説明できる．
D1,コンピュータサイエンス基礎,5,ネットワーク,態度,ACM-13-16,T2,1,KA02.01,HTTPSのようなアプリケーション層のプロトコルがどう機能するかを説明できる．
D1,コンピュータサイエンス基礎,6,WebとWebプログラミング,知識,ACM-13-17,T1,1,KA02.01,ネットワークを介して情報を送信することの複雑さ，および送信中に発生する可能性のある問題を軽減するための仕組みを理解している．
D1,コンピュータサイエンス基礎,6,WebとWebプログラミング,知識,ACM-14-01,T1,0.5,KA02.01,インターネットとWorld Wide Webの関係を理解している．
D1,コンピュータサイエンス基礎,6,WebとWebプログラミング,知識,ACM-14-02,T1,0.5,KA02.01,Webアプリケーションの脆弱性とセキュリティ攻撃（例：SQLインジェクション，分散型DoS（Denial ofService）攻撃）について理解している．
D1,コンピュータサイエンス基礎,6,WebとWebプログラミング,スキル,ACM-14-03,T2,0.5,KA02.01,セキュリティ攻撃の検出と対策を理解している．
